image_id,path,set,small_vehicles,large_vehicles,total_vehicles,category,max_occlusion
l1_DJI_0210__1024__2472___824,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l1_DJI_0210__1024__2472___824.png,train,0,0,0,small_only,0
l1_DJI_0210__1024__2976___0,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l1_DJI_0210__1024__2976___0.png,train,0,0,0,small_only,0
l1_DJI_0210__1024__2976___1648,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l1_DJI_0210__1024__2976___1648.png,train,3,0,3,small_only,2
l1_DJI_0210__1024__2976___1976,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l1_DJI_0210__1024__2976___1976.png,train,3,0,3,small_only,2
l1_DJI_0210__1024__2976___824,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l1_DJI_0210__1024__2976___824.png,train,0,0,0,small_only,0
l1_DJI_0210__1024__824___0,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l1_DJI_0210__1024__824___0.png,train,0,0,0,small_only,0
l1_DJI_0210__1024__824___1648,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l1_DJI_0210__1024__824___1648.png,train,34,0,34,small_only,2
l1_DJI_0210__1024__824___1976,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l1_DJI_0210__1024__824___1976.png,train,21,0,21,small_only,2
l1_DJI_0210__1024__824___824,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l1_DJI_0210__1024__824___824.png,train,24,0,24,small_only,2
l1_DJI_0228__1024__0___0,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l1_DJI_0228__1024__0___0.png,train,0,0,0,small_only,0
l1_DJI_0228__1024__0___1648,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l1_DJI_0228__1024__0___1648.png,train,2,0,2,small_only,2
l1_DJI_0228__1024__0___1976,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l1_DJI_0228__1024__0___1976.png,train,0,0,0,small_only,0
l1_DJI_0228__1024__0___824,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l1_DJI_0228__1024__0___824.png,train,2,0,2,small_only,2
l1_DJI_0228__1024__1648___0,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l1_DJI_0228__1024__1648___0.png,train,0,0,0,small_only,0
l1_DJI_0228__1024__1648___1648,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l1_DJI_0228__1024__1648___1648.png,train,0,0,0,small_only,0
l1_DJI_0228__1024__1648___1976,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l1_DJI_0228__1024__1648___1976.png,train,4,0,4,small_only,2
l1_DJI_0228__1024__1648___824,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l1_DJI_0228__1024__1648___824.png,train,0,0,0,small_only,0
l1_DJI_0228__1024__2472___0,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l1_DJI_0228__1024__2472___0.png,train,0,0,0,small_only,0
l1_DJI_0228__1024__2472___1648,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l1_DJI_0228__1024__2472___1648.png,train,0,0,0,small_only,0
l1_DJI_0228__1024__2472___1976,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l1_DJI_0228__1024__2472___1976.png,train,0,0,0,small_only,0
l1_DJI_0228__1024__2472___824,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l1_DJI_0228__1024__2472___824.png,train,0,0,0,small_only,0
l1_DJI_0228__1024__2976___0,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l1_DJI_0228__1024__2976___0.png,train,0,0,0,small_only,0
l1_DJI_0228__1024__2976___1648,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l1_DJI_0228__1024__2976___1648.png,train,1,0,1,small_only,0
l1_DJI_0228__1024__2976___1976,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l1_DJI_0228__1024__2976___1976.png,train,1,0,1,small_only,0
l1_DJI_0228__1024__2976___824,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l1_DJI_0228__1024__2976___824.png,train,0,0,0,small_only,0
l1_DJI_0228__1024__824___0,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l1_DJI_0228__1024__824___0.png,train,0,0,0,small_only,0
l1_DJI_0228__1024__824___1648,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l1_DJI_0228__1024__824___1648.png,train,64,0,64,small_only,2
l1_DJI_0228__1024__824___1976,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l1_DJI_0228__1024__824___1976.png,train,47,0,47,small_only,2
l1_DJI_0228__1024__824___824,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l1_DJI_0228__1024__824___824.png,train,12,0,12,small_only,2
l1_DJI_0258__1024__0___0,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l1_DJI_0258__1024__0___0.png,train,1,0,1,small_only,2
l1_DJI_0258__1024__0___1648,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l1_DJI_0258__1024__0___1648.png,train,14,0,14,small_only,2
l1_DJI_0258__1024__0___1976,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l1_DJI_0258__1024__0___1976.png,train,2,0,2,small_only,2
l1_DJI_0258__1024__0___824,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l1_DJI_0258__1024__0___824.png,train,33,0,33,small_only,2
l1_DJI_0258__1024__1648___0,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l1_DJI_0258__1024__1648___0.png,train,0,0,0,small_only,0
l1_DJI_0258__1024__1648___1648,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l1_DJI_0258__1024__1648___1648.png,train,42,0,42,small_only,2
l1_DJI_0258__1024__1648___1976,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l1_DJI_0258__1024__1648___1976.png,train,45,0,45,small_only,2
l1_DJI_0258__1024__1648___824,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l1_DJI_0258__1024__1648___824.png,train,1,0,1,small_only,0
l1_DJI_0258__1024__2472___0,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l1_DJI_0258__1024__2472___0.png,train,0,0,0,small_only,0
l1_DJI_0258__1024__2472___1648,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l1_DJI_0258__1024__2472___1648.png,train,0,0,0,small_only,0
l1_DJI_0258__1024__2472___1976,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l1_DJI_0258__1024__2472___1976.png,train,0,0,0,small_only,0
l1_DJI_0258__1024__2472___824,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l1_DJI_0258__1024__2472___824.png,train,0,0,0,small_only,0
l1_DJI_0258__1024__2976___0,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l1_DJI_0258__1024__2976___0.png,train,0,0,0,small_only,0
l1_DJI_0258__1024__2976___1648,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l1_DJI_0258__1024__2976___1648.png,train,0,0,0,small_only,0
l1_DJI_0258__1024__2976___1976,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l1_DJI_0258__1024__2976___1976.png,train,0,0,0,small_only,0
l1_DJI_0258__1024__2976___824,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l1_DJI_0258__1024__2976___824.png,train,0,0,0,small_only,0
l1_DJI_0258__1024__824___0,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l1_DJI_0258__1024__824___0.png,train,1,0,1,small_only,2
l1_DJI_0258__1024__824___1648,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l1_DJI_0258__1024__824___1648.png,train,60,0,60,small_only,2
l1_DJI_0258__1024__824___1976,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l1_DJI_0258__1024__824___1976.png,train,67,0,67,small_only,2
l1_DJI_0258__1024__824___824,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l1_DJI_0258__1024__824___824.png,train,5,0,5,small_only,2
l2_DJI_0006__1024__0___0,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l2_DJI_0006__1024__0___0.png,train,3,8,11,mixed,2
l2_DJI_0006__1024__0___1648,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l2_DJI_0006__1024__0___1648.png,train,0,0,0,small_only,0
l2_DJI_0006__1024__0___1976,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l2_DJI_0006__1024__0___1976.png,train,0,0,0,small_only,0
l2_DJI_0006__1024__0___824,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l2_DJI_0006__1024__0___824.png,train,0,0,0,small_only,0
l2_DJI_0006__1024__1648___0,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l2_DJI_0006__1024__1648___0.png,train,0,0,0,small_only,0
l2_DJI_0006__1024__1648___1648,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l2_DJI_0006__1024__1648___1648.png,train,0,0,0,small_only,0
l2_DJI_0006__1024__1648___1976,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l2_DJI_0006__1024__1648___1976.png,train,0,0,0,small_only,0
l2_DJI_0006__1024__1648___824,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l2_DJI_0006__1024__1648___824.png,train,0,0,0,small_only,0
l2_DJI_0006__1024__2472___0,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l2_DJI_0006__1024__2472___0.png,train,0,0,0,small_only,0
l2_DJI_0006__1024__2472___1648,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l2_DJI_0006__1024__2472___1648.png,train,0,0,0,small_only,0
l2_DJI_0006__1024__2472___1976,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l2_DJI_0006__1024__2472___1976.png,train,0,0,0,small_only,0
l2_DJI_0006__1024__2472___824,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l2_DJI_0006__1024__2472___824.png,train,0,0,0,small_only,0
l2_DJI_0006__1024__2976___0,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l2_DJI_0006__1024__2976___0.png,train,0,0,0,small_only,0
l2_DJI_0006__1024__2976___1648,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l2_DJI_0006__1024__2976___1648.png,train,0,0,0,small_only,0
l2_DJI_0006__1024__2976___1976,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l2_DJI_0006__1024__2976___1976.png,train,0,0,0,small_only,0
l2_DJI_0006__1024__2976___824,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l2_DJI_0006__1024__2976___824.png,train,0,0,0,small_only,0
l2_DJI_0006__1024__824___0,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l2_DJI_0006__1024__824___0.png,train,1,0,1,small_only,2
l2_DJI_0006__1024__824___1648,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l2_DJI_0006__1024__824___1648.png,train,0,0,0,small_only,0
l2_DJI_0006__1024__824___1976,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l2_DJI_0006__1024__824___1976.png,train,0,0,0,small_only,0
l2_DJI_0006__1024__824___824,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l2_DJI_0006__1024__824___824.png,train,0,0,0,small_only,0
l2_DJI_0011__1024__0___0,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l2_DJI_0011__1024__0___0.png,train,0,0,0,small_only,0
l2_DJI_0011__1024__0___1648,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l2_DJI_0011__1024__0___1648.png,train,3,8,11,mixed,2
l2_DJI_0011__1024__0___1976,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l2_DJI_0011__1024__0___1976.png,train,2,1,3,mixed,2
l2_DJI_0011__1024__0___824,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l2_DJI_0011__1024__0___824.png,train,1,5,6,mixed,2
l2_DJI_0011__1024__1648___0,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l2_DJI_0011__1024__1648___0.png,train,0,0,0,small_only,0
l2_DJI_0011__1024__1648___1648,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l2_DJI_0011__1024__1648___1648.png,train,0,0,0,small_only,0
l2_DJI_0011__1024__1648___1976,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l2_DJI_0011__1024__1648___1976.png,train,0,0,0,small_only,0
l2_DJI_0011__1024__1648___824,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l2_DJI_0011__1024__1648___824.png,train,0,0,0,small_only,0
l2_DJI_0011__1024__2472___0,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l2_DJI_0011__1024__2472___0.png,train,0,0,0,small_only,0
l2_DJI_0011__1024__2472___1648,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l2_DJI_0011__1024__2472___1648.png,train,0,0,0,small_only,0
l2_DJI_0011__1024__2472___1976,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l2_DJI_0011__1024__2472___1976.png,train,0,0,0,small_only,0
l2_DJI_0011__1024__2472___824,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l2_DJI_0011__1024__2472___824.png,train,0,1,1,large_only,0
l2_DJI_0011__1024__2976___0,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l2_DJI_0011__1024__2976___0.png,train,0,0,0,small_only,0
l2_DJI_0011__1024__2976___1648,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l2_DJI_0011__1024__2976___1648.png,train,0,0,0,small_only,0
l2_DJI_0011__1024__2976___1976,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l2_DJI_0011__1024__2976___1976.png,train,0,0,0,small_only,0
l2_DJI_0011__1024__2976___824,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l2_DJI_0011__1024__2976___824.png,train,0,1,1,large_only,0
l2_DJI_0011__1024__824___0,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l2_DJI_0011__1024__824___0.png,train,0,0,0,small_only,0
l2_DJI_0011__1024__824___1648,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l2_DJI_0011__1024__824___1648.png,train,2,0,2,small_only,2
l2_DJI_0011__1024__824___1976,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l2_DJI_0011__1024__824___1976.png,train,0,0,0,small_only,0
l2_DJI_0011__1024__824___824,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l2_DJI_0011__1024__824___824.png,train,1,0,1,small_only,2
l3_DJI_0015__1024__0___0,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l3_DJI_0015__1024__0___0.png,train,20,0,20,small_only,2
l3_DJI_0015__1024__0___1648,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l3_DJI_0015__1024__0___1648.png,train,3,0,3,small_only,2
l3_DJI_0015__1024__0___1976,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l3_DJI_0015__1024__0___1976.png,train,0,0,0,small_only,0
l3_DJI_0015__1024__0___824,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l3_DJI_0015__1024__0___824.png,train,34,0,34,small_only,2
l3_DJI_0015__1024__1648___0,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l3_DJI_0015__1024__1648___0.png,train,24,0,24,small_only,2
l3_DJI_0015__1024__1648___1648,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l3_DJI_0015__1024__1648___1648.png,train,5,3,8,mixed,2
l3_DJI_0015__1024__1648___1976,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l3_DJI_0015__1024__1648___1976.png,train,2,0,2,small_only,0
l3_DJI_0015__1024__1648___824,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l3_DJI_0015__1024__1648___824.png,train,7,1,8,mixed,2
l3_DJI_0015__1024__2472___0,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l3_DJI_0015__1024__2472___0.png,train,107,0,107,small_only,2
l3_DJI_0015__1024__2472___1648,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l3_DJI_0015__1024__2472___1648.png,train,0,0,0,small_only,0
l3_DJI_0015__1024__2472___1976,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l3_DJI_0015__1024__2472___1976.png,train,0,0,0,small_only,0
l3_DJI_0015__1024__2472___824,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l3_DJI_0015__1024__2472___824.png,train,23,1,24,mixed,2
l3_DJI_0015__1024__2976___0,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l3_DJI_0015__1024__2976___0.png,train,122,0,122,small_only,2
l3_DJI_0015__1024__2976___1648,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l3_DJI_0015__1024__2976___1648.png,train,0,0,0,small_only,0
l3_DJI_0015__1024__2976___1976,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l3_DJI_0015__1024__2976___1976.png,train,0,0,0,small_only,0
l3_DJI_0015__1024__2976___824,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l3_DJI_0015__1024__2976___824.png,train,0,0,0,small_only,0
l3_DJI_0015__1024__824___0,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l3_DJI_0015__1024__824___0.png,train,28,0,28,small_only,2
l3_DJI_0015__1024__824___1648,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l3_DJI_0015__1024__824___1648.png,train,6,1,7,mixed,2
l3_DJI_0015__1024__824___1976,C:\Users\migue\OneDrive - Universidad Nacional de Colombia\U Nacional\Machine Learning\Proyecto Final ML\data\VSAIv1\split_ss_444_lsv\train\images\l3_DJI_0015__1024__824___1976.png,train,0,0,0,small_only,0
